# rooted-staging (cvgqovweybggrqakhdtd) supabase_migrations.schema_migrations, read 2026-09-21 ~22:00 UTC.
# 122 rows. Columns: version, name, number of statements, md5(array_to_string(statements, E'\n')) or '-' when empty.
# Fingerprint md5(string_agg(version||name||md5(statements) or '-', ',' order by version)) = ea16b90f7542304c36d36dc8e9ed2b58
20260919231716	schedule_state_version_title	1	f9a44440040d0f046f9b06aa0df619c8
20260919231737	delete_lessons_rpcs	1	57d90c303bf578c954d7c3f90c7f32cb
20260919231840	schedule_commit_lesson_updates	1	19c7f913cc6890184d373fcff0f57c0e
20260919231848	schedule_commit_status	1	ad732436d08b02c0db73b713f43bcd6d
20260919232901	harden_scheduler_search_paths	1	c82887d39080140e96a0c77d8f80084b
20260920055712	schedule_commit_db_owned_ids_apply	1	3751e76fae1618fbd244090875707829
20260921150147	report_record_management	1	25ab49dbd11bf5d12579c803e2294477
20260921150413	report_record_management_lockdown	1	a6663615e41032e1e7e3f36034b15db6
20260921172242	lessons_block_stale_resync	1	99e2df297dc6fb0422d4327b6f911367
20260921174221	lessons_resync_parent_intent_window	1	ad6f3785072a5bba44ba31d85d4b0bd9
20260921174245	lesson_date_change_audit	1	7a84e94075618ca19bce1c8ee8fd3031
20260921183953	lessons_resync_intent_session_scope	1	76d747e333e6c5b2e87e2db34b55706f
20260921194104	rooted_private_schema_prerequisite	1	1c32c53f0f2c89eabbca59ee97c5ced6
